Genre,Style,Category,Variation,Video
Waltzes,Cross-Step Waltz,Basics,Turning Basic,https://www.youtube.com/watch?v=fwHrYc7pRdc
Waltzes,Cross-Step Waltz,Variations,Tripled Single Pivots,https://www.youtube.com/watch?v=d8zNJmY99v0
Waltzes,Cross-Step Waltz,Basics,Turning Basic,https://www.youtube.com/watch?v=2Hgrj9UhzEY
Waltzes,Box Waltz,Basics,Turning Basic,https://www.youtube.com/watch?v=EYbnAB5N5Q0
Waltzes,Box Waltz,Turns,Outside Turn,https://www.youtube.com/watch?v=h6jOQAAyny4
Waltzes,Box Waltz,Transitions,Transition to and from Cross-Step Waltz,https://www.youtube.com/watch?v=_i1qyCYllqk
Waltzes,Bluesy Waltz,Basics,Basic,https://www.youtube.com/watch?v=J-XtYCd8-zY
Waltzes,Bluesy Waltz,Basics,with Shoulder Lead,https://www.youtube.com/watch?v=4dwV0TAVdBM
Waltzes,Bluesy Waltz,Basics,with Hip Lead,https://www.youtube.com/watch?v=qMDqLGsuN54&
Waltzes,Bluesy Waltz,Basics,Turning Basic,https://www.youtube.com/watch?v=5cZUTacLDNA
Waltzes,Bluesy Waltz,Basics,Forward Basic,https://www.youtube.com/watch?v=VK2yeR75BvY
Waltzes,Bluesy Waltz,Basics,Zig Zag Basic,https://www.youtube.com/watch?v=Wwrn2wwS_FU
Waltzes,Bluesy Waltz,Walking Steps (Fours),Promenade,https://www.youtube.com/watch?v=_fauxDmdvvM
Waltzes,Bluesy Waltz,Walking Steps (Fours),Promenade (Half Closed),https://www.youtube.com/watch?v=5vTkeXLEFmc
Waltzes,Bluesy Waltz,Walking Steps (Fours),Promenade (Follow Backing),https://www.youtube.com/watch?v=UFpW1c6J9qg
Waltzes,Bluesy Waltz,Walking Steps (Fours),Promenade (Lead Backing),https://www.youtube.com/watch?v=fF6zXD6WRcc
Waltzes,Bluesy Waltz,Walking Steps (Fours),Molinete,https://www.youtube.com/watch?v=Y3P5SrI9XNM
Waltzes,Bluesy Waltz,Walking Steps (Fours),Double Hesitation,https://www.youtube.com/watch?v=mIdBsEGWG5k
Waltzes,Bluesy Waltz,Walking Steps (Fours),Grapevine,https://www.youtube.com/watch?v=TT9cCNxiR0E
Waltzes,Bluesy Waltz,Walking Steps (Fours),Pivots (in Place),https://www.youtube.com/watch?v=isOFbLypsIY
Waltzes,Bluesy Waltz,Walking Steps (Threes),Three Step Promenade,https://www.youtube.com/watch?v=n7rKLEBZJvs
Waltzes,Bluesy Waltz,Walking Steps (Threes),Three Step Grapevine,https://www.youtube.com/watch?v=-YdHg78a4IY
Waltzes,Bluesy Waltz,Walking Steps (Threes),Pas Titubé,https://www.youtube.com/watch?v=8RvQDWUfLGk
Waltzes,Bluesy Waltz,Walking Steps (Threes),Three Step Pivots,https://www.youtube.com/watch?v=qRGj50_tQpM
Waltzes,Bluesy Waltz,Cradle Position,Inside Turn to Cradle,https://www.youtube.com/watch?v=zlmoy7OOQRo
Waltzes,Bluesy Waltz,Cradle Position,Continuous Cradle,https://www.youtube.com/watch?v=2ThuaJnK9x4
Waltzes,Bluesy Waltz,Releases,Cross-Body Lead to Open,https://www.youtube.com/watch?v=2YDS5kkiZfw
Waltzes,Bluesy Waltz,Releases,"Pivots, Outside Turn to Open",https://www.youtube.com/watch?v=Ni2eJuArYzI
Waltzes,Bluesy Waltz,Releases,Cross-Body Inside Turn to Open,https://www.youtube.com/watch?v=ijdz3Hp6ZbI
Waltzes,Bluesy Waltz,Grooving,Grooving in Open Position,https://www.youtube.com/watch?v=2YDS5kkiZfw&t=7
Waltzes,Bluesy Waltz,Swing Moves,Inside Turn,https://www.youtube.com/watch?v=xVClSbcg_hg
Waltzes,Bluesy Waltz,Swing Moves,with Triples,https://www.youtube.com/watch?v=9qLSKFDhDBU
Waltzes,Bluesy Waltz,Swing Moves,Outside Turn,https://www.youtube.com/watch?v=5l0G60-Ii2c
Waltzes,Bluesy Waltz,Swing Moves,with Triples,https://www.youtube.com/watch?v=7A0oBi6xMOM
Waltzes,Bluesy Waltz,Swing Moves,Sugar Push,https://www.youtube.com/watch?v=c9asYRO5UyQ
Waltzes,Bluesy Waltz,Swing Moves,Sugar Push to Goofy Hands,https://www.youtube.com/watch?v=MApvaW-Jwm4
Waltzes,Bluesy Waltz,Swing Moves,Goofy Hand Free Spin,https://www.youtube.com/watch?v=CEuSIZKTVkY
Waltzes,Bluesy Waltz,Swing Moves,Goofy Hand Free Spin with Hand Catch,https://www.youtube.com/watch?v=ISxNMF24Hp4
Waltzes,Bluesy Waltz,Returns,Sugar Pull to Closed,https://www.youtube.com/watch?v=2YDS5kkiZfw&t=11
Waltzes,Bluesy Waltz,Returns,Inside Turn to Closed,https://www.youtube.com/watch?v=btLv3cLe7yQ
Waltzes,Bluesy Waltz,Dips,Side Step Dip,https://www.youtube.com/watch?v=AyJ1ZRTxEng
Waltzes,Bluesy Waltz,Dips,Promenade Dip,https://www.youtube.com/watch?v=XbQvw4UJbyA
Waltzes,Bluesy Waltz,Dips,Inside Turn Dip,https://www.youtube.com/watch?v=PeihA7k7lso
Waltzes,Bluesy Waltz,Dips,Inside Turn Face Loop Dip,https://www.youtube.com/watch?v=T2qyr8xQzPc
Waltzes,Bluesy Waltz,Dips,Face Loop Dip,https://www.youtube.com/watch?v=iHTuGQxbLZM
Waltzes,Bluesy Waltz,Dips,Free Spin Dip,https://www.youtube.com/watch?v=R3rIm3uyIUk
Waltzes,Bluesy Waltz,Side Dips,Face to Face Side Dip,https://www.youtube.com/watch?v=jx0UWRQ2J04
Waltzes,Bluesy Waltz,Lunges,Lunge,https://www.youtube.com/watch?v=h2t2uSph5MU
Waltzes,Bluesy Waltz,Lunges,Walkback Lunge,https://www.youtube.com/watch?v=5EqFltuSIHA
Waltzes,Bluesy Waltz,Lunges,Break Step Lunge,https://www.youtube.com/watch?v=wdaoUX4Jl1o
Waltzes,Bluesy Waltz,Monkey Bars,Monkey Bars,https://www.youtube.com/watch?v=KTL7BPQklO8
Waltzes,Bluesy Waltz,Mood,"""Bloodstream"" - Smooth",https://www.youtube.com/watch?v=vPSuE57_GbE
Waltzes,Bluesy Waltz,Mood,"""Thrift Shop"" - Funky",https://www.youtube.com/watch?v=hwLKbaX7XrE
Waltzes,Bluesy Waltz,Moments,"""Talk Dirty"" - Side Sways",https://www.youtube.com/watch?v=TdLGye49byA
Waltzes,Bluesy Waltz,Micro-Blues,Levels,https://www.youtube.com/watch?v=QMbEa3yTVo8
Waltzes,Bluesy Waltz,Basics,Basic,https://www.youtube.com/watch?v=mGvxhmQVJg8
Waltzes,Bluesy Waltz,Waltz,Waltz,https://www.youtube.com/watch?v=t7TaGo4ZP-I
Waltzes,Bluesy Waltz,Waltz,Hesitating Waltz,https://www.youtube.com/watch?v=NEhnEQ4DcaU
Waltzes,Bluesy Waltz,Zooming (Sixes),Promenade,https://www.youtube.com/watch?v=2uzd0Lxdq3w
Waltzes,Bluesy Waltz,Zooming (Sixes),Grapevine,https://www.youtube.com/watch?v=M66Yr0EIZPA
Waltzes,Bluesy Waltz,Zooming (Sixes),Pivots,https://www.youtube.com/watch?v=OyKEdcOcK-w
Waltzes,Bluesy Waltz,Hesitating (Fours),Promenade,https://www.youtube.com/watch?v=npyndyMX_jU
Waltzes,Bluesy Waltz,Hesitating (Fours),Peabody Position (Yale Position),https://www.youtube.com/watch?v=NsVQCMaA5cA
Waltzes,Bluesy Waltz,Hesitating (Fours),Grapevine,https://www.youtube.com/watch?v=Qxc1zBKlLLI
Waltzes,Bluesy Waltz,Hesitating (Fours),to Inside Turn,https://www.youtube.com/watch?v=DNDrKCu6_UU
Waltzes,Bluesy Waltz,Hesitating (Fours),to Cradle Position,https://www.youtube.com/watch?v=wsPU7nD-qTo
Waltzes,Bluesy Waltz,Hesitating (Fours),Pivots,https://www.youtube.com/watch?v=yStubH3zR78
Waltzes,Bluesy Waltz,Cradle Position,Outside Turn to Open Position,https://www.youtube.com/watch?v=oOnN5iMv2uY
Waltzes,Bluesy Waltz,Cradle Position,Double Outside Turn to Open Position,https://www.youtube.com/watch?v=wqpaKUkSiGQ
Waltzes,Bluesy Waltz,Cradle Position,Double Unwind to Open Position,https://www.youtube.com/watch?v=x7Qtz73Y54g
Waltzes,Bluesy Waltz,Cradle Position,Deney Terrio's Double Unwind to Open Position,https://www.youtube.com/watch?v=6N3DLi4Daxg
Waltzes,Bluesy Waltz,Ochos,Cross-Step Waltz (Ochos),https://www.youtube.com/watch?v=EZXWx7gbOs0
Waltzes,Bluesy Waltz,Ochos,Follow's Solo,https://www.youtube.com/watch?v=ePVpeDC_C6k
Waltzes,Bluesy Waltz,Ochos,Touches,https://www.youtube.com/watch?v=X8UotlbA9ks
Waltzes,Bluesy Waltz,Ochos,Kicks,https://www.youtube.com/watch?v=6SSxnrgJF9U
Waltzes,Bluesy Waltz,Ochos,Sweeps,https://www.youtube.com/watch?v=bklxtFHqUqM
Waltzes,Bluesy Waltz,Ochos,Feather Stitch,https://www.youtube.com/watch?v=l3AQ0dLSHXo
Waltzes,Bluesy Waltz,Ochos,Fast Swivels,https://www.youtube.com/watch?v=t3Wqr-B0Ykc
Waltzes,Bluesy Waltz,Ochos,Counter Crossing,https://www.youtube.com/watch?v=kbYLUwzyPWw
Waltzes,Bluesy Waltz,Ochos,Touches,https://www.youtube.com/watch?v=QD5PXvY-8QI
Waltzes,Bluesy Waltz,Ochos,Sweeps,https://www.youtube.com/watch?v=9DymaegC9Eg
Waltzes,Bluesy Waltz,"Mazurka Clandestina (1-2, 4-5-6)",Basic,https://www.youtube.com/watch?v=ytnD2hmSgnM
Waltzes,Bluesy Waltz,"Mazurka Clandestina (1-2, 4-5-6)",Pivots,https://www.youtube.com/watch?v=KiCdOxUD71U
Waltzes,Bluesy Waltz,Swing Moves,Waist Slide,https://www.youtube.com/watch?v=BXH31XjsB8A
Waltzes,Bluesy Waltz,Returns,Waist Slide to Closed,https://www.youtube.com/watch?v=xU36fyDJl3Y
Waltzes,Bluesy Waltz,Sit Dips,Sit Dip,https://www.youtube.com/watch?v=ibhUCZx4USE
Waltzes,Bluesy Waltz,Sit Dips,Genuflection Sit Dip,https://www.youtube.com/watch?v=Y3szMVVpwfA
Waltzes,Bluesy Waltz,Sit Dips,Counterbalanced Sit Dip,https://www.youtube.com/watch?v=Cs6hDJRXabs
Waltzes,Bluesy Waltz,Sit Dips,Weathervane Dip,https://www.youtube.com/watch?v=itr-OUxEu4Y
Waltzes,Bluesy Waltz,Sit Dips,Weathervane Dip (with a Change in the Weather),https://www.youtube.com/watch?v=vqRGmaz0qyQ
Waltzes,Bluesy Waltz,Side Dips,Cradle Side Dip,https://www.youtube.com/watch?v=omoMD3CVzdc
Waltzes,Bluesy Waltz,Leg Flare,Leg Flare,https://www.youtube.com/watch?v=_IjzIDIMAh4
Waltzes,Bluesy Waltz,"Basic Timing (1, 4)","Basics (1, 4)",https://www.youtube.com/watch?v=bqKrFhIaDmk
Waltzes,Bluesy Waltz,"Canter Timing (1, 3)","Four Step Grapevine (1-3, 4-6)",https://www.youtube.com/watch?v=SsrJCBIysJA
Waltzes,Bluesy Waltz,"Canter Timing (1, 3)","Three Step Grapevine (1-3, 4)",https://www.youtube.com/watch?v=MT6J9cEXcOU
Waltzes,Polka & Galop,Basics,Turning Basic,https://www.youtube.com/watch?v=gy1qQ4GChVc
Waltzes,Polka & Galop,Basics,Promenade,https://www.youtube.com/watch?v=v_tR53SI6Cg
Waltzes,Polka & Galop,Basics,Pursuit,https://www.youtube.com/watch?v=JFcz35iQnWU
Waltzes,Polka & Galop,Basics,Vis á Vis,https://www.youtube.com/watch?v=TcAZLbb4neQ
Waltzes,Polka & Galop,Turns,Underarm Turn,https://www.youtube.com/watch?v=no3etzfuFVU
Waltzes,Polka & Galop,Turns,Double Underarm Turn,https://www.youtube.com/watch?v=FA4fdIdbu3I
Waltzes,Polka & Galop,Turns,Pivot Turn,https://www.youtube.com/watch?v=-XWWu18SzKc
Waltzes,Polka & Galop,Fancy Footwork,Redowa in Polka Time,https://www.youtube.com/watch?v=AUBqBCEj5k4
Waltzes,Polka & Galop,Reverse Polka,Reverse Polka,https://www.youtube.com/watch?v=4u9JS6lLq6Y
Waltzes,Polka & Galop,Super Speed Polka,Valse à Deux Temps,https://www.youtube.com/watch?v=e5kN10iwWZk
Waltzes,Polka & Galop,Super Speed Polka,Hopped Pivots,https://www.youtube.com/watch?v=Pnwl53k46ng
Waltzes,Polka & Galop,Transitions,Transitions to and from One Step,https://www.youtube.com/watch?v=4u9JS6lLq6Y
Waltzes,Schottische,Basics,The Original Schottische,https://www.youtube.com/watch?v=kLfWSGIAQP8
Waltzes,Schottische,Basics,Turning Basic,https://www.youtube.com/watch?v=5VkdY3gYcF8
Waltzes,Schottische,Basics,Walking Schottische,https://www.youtube.com/watch?v=-ufniG_LWgY
Waltzes,Schottische,Basics,Cast Away,https://www.youtube.com/watch?v=8vGLXilIcXQ
Waltzes,Schottische,Stationary Variations,Around the World,https://www.youtube.com/watch?v=FkLNLTTKd3k
Waltzes,Schottische,Stationary Variations,Around the World with Genuflection,https://www.youtube.com/watch?v=-_9x5grgJ9w
Waltzes,Schottische,Stationary Variations,Wheel,https://www.youtube.com/watch?v=DZXVDrn3CQM
Waltzes,Schottische,Turn Variations,Double Underarm Turn,https://www.youtube.com/watch?v=AhseoNXl4gc
Waltzes,Schottische,Turn Variations,Cross-Body Inside Turn,https://www.youtube.com/watch?v=w_eL0ElKv-M
Waltzes,Schottische,Turn Variations,Pivaloop Outside Turn,https://www.youtube.com/watch?v=ueyYtjQsVOw
Waltzes,Schottische,Turn Variations,Pivaloop Around the World,https://www.youtube.com/watch?v=wpfFcfnbkq4
Waltzes,Schottische,Pivot Variations,"Pivots, Outside Turn",https://www.youtube.com/watch?v=H69wJsw2pJU
Waltzes,Schottische,Pivot Variations,"Pivots, Free Spin",https://www.youtube.com/watch?v=2yTT2BRvN_U
Waltzes,Schottische,Pivot Variations,"Pivots, Rollaway",https://www.youtube.com/watch?v=-ZF25wLaHS4
Waltzes,Schottische,Pivot Variations,Continuous Pivots,https://www.youtube.com/watch?v=6DyS2CBeca8
Waltzes,Schottische,Shadow Variations,"Pivots, Outside Turn to Shadow Position",https://www.youtube.com/watch?v=p9E7PMl2Tgc
Waltzes,Schottische,Shadow Variations,Shadow at His Right to Hammerlock at His Left,https://www.youtube.com/watch?v=X8p13pPW4cw
Waltzes,Schottische,Shadow Variations,Hammerlock at His Left to Skaters at His Left,https://www.youtube.com/watch?v=db2Gtn12Brc
Waltzes,Schottische,Shadow Variations,Skaters at His Left to Hammerlock at His Right,https://www.youtube.com/watch?v=Zin7KvfyuVc
Waltzes,Schottische,Shadow Variations,Hammerlock at His Right to Skaters at His Right,https://www.youtube.com/watch?v=twxJu5g8MsE
Waltzes,Schottische,Shadow Variations,Face Loop Exit from Skaters,https://www.youtube.com/watch?v=YSlA3Md__Bc
Waltzes,Schottische,Shadow Variations,Mixmaster (Part I),https://www.youtube.com/watch?v=xV4-zUYGm0k
Waltzes,Schottische,Shadow Variations,Mixmaster (Part II),https://www.youtube.com/watch?v=SxSUkC7SLoY
Waltzes,Schottische,Shadow Variations,Windmill,https://www.youtube.com/watch?v=EcHaIIRRA4c
Waltzes,Schottische,Sex Change Schottische,Sex Change Schottische (Part I),https://www.youtube.com/watch?v=2RV7bUjYGvQ
Waltzes,Schottische,Sex Change Schottische,Sex Change Schottische (Part II),https://www.youtube.com/watch?v=E9562elqpww
Waltzes,Mazurka Clandestina,Basics,Left-Turning Fan,https://www.youtube.com/watch?v=eK7zdihIu_c
Waltzes,Mazurka Clandestina,Basics,Right-Turning Fan,https://www.youtube.com/watch?v=nbJAZHVcV0A
Waltzes,Mazurka Clandestina,Basics,Zig Zag Fan (Follow Backing),https://www.youtube.com/watch?v=m1GfVC4aNVY
Waltzes,Mazurka Clandestina,Basics,Zig Zag Fan (Lead Backing),https://www.youtube.com/watch?v=tbcZysvIxZo
Waltzes,Mazurka Clandestina,Basics,Left-Turning La Koska,https://www.youtube.com/watch?v=TJOU1HtqWjI
Waltzes,Mazurka Clandestina,Basics,Right-Turning La Koska,https://www.youtube.com/watch?v=Bh0eVIfX33c
Waltzes,Mazurka Clandestina,Basics,Zig Zag La Koska (Follow Backing),https://www.youtube.com/watch?v=HUW93EtZybA
Waltzes,Mazurka Clandestina,Basics,Zig Zag La Koska (Lead Backing),https://www.youtube.com/watch?v=OSuELeq1I4Q
Waltzes,Mazurka Clandestina,Basics,Mèlange of Basics,https://www.youtube.com/watch?v=ePJ_9XuREzA
Waltzes,Mazurka Clandestina,Basics,Two and Two,https://www.youtube.com/watch?v=Y13H95ig7Fg
Waltzes,Mazurka Clandestina,Basics,Two and Two with Tango Close,https://www.youtube.com/watch?v=8fFfrue5Ku8
Waltzes,Mazurka Clandestina,Basics,Pivoting Basic,https://www.youtube.com/watch?v=VfUGg2vIPEY
Waltzes,Mazurka Clandestina,Basics,Pivoting Basic with Tango Close,https://www.youtube.com/watch?v=DkhvwGosz0M
Waltzes,Mazurka Clandestina,Pivots,Pivots (1-2-3),https://www.youtube.com/watch?v=KbdgJh5XsDg
Waltzes,Mazurka Clandestina,Pivots,Pivots (1-3),https://www.youtube.com/watch?v=4CKSDz3YUYA
Waltzes,Mazurka Clandestina,Pivots,Pivots (1-2),https://www.youtube.com/watch?v=Efkws30BWGI
Waltzes,Mazurka Clandestina,Cross Steps,Ochos,https://www.youtube.com/watch?v=bvfbwRKi4pI
Waltzes,Mazurka Clandestina,Cross Steps,Ochos Grapevine,https://www.youtube.com/watch?v=oGQW_t4rOh8
Waltzes,Mazurka Clandestina,Cross Steps,Mirrored Grapevine Over the Elbows,https://www.youtube.com/watch?v=5Mdv07ny6FE
Waltzes,Mazurka Clandestina,Media Lunas,Media Luna Paralela,https://www.youtube.com/watch?v=0Q9xqqwmjSE
Waltzes,Mazurka Clandestina,Media Lunas,Media Luna Mendocina,https://www.youtube.com/watch?v=HQMeiKu_exQ
Waltzes,Mazurka Clandestina,Media Lunas,Media Luna Puntana (Forward),https://www.youtube.com/watch?v=RQT2l6aUOIM
Waltzes,Mazurka Clandestina,Media Lunas,Media Luna Puntana (Side),https://www.youtube.com/watch?v=vJ1R360V3DU
Waltzes,Mazurka Clandestina,Media Lunas,Media Luna Relámpago,https://www.youtube.com/watch?v=DPDV4-RYqvY
Waltzes,Mazurka Clandestina,Media Lunas,Media Luna Lola (Trapezoid Box),https://www.youtube.com/watch?v=fGjM2ADesM4
Waltzes,Mazurka Clandestina,Salsa,Salsa (Latin Waltz),https://www.youtube.com/watch?v=IkmdOeD0Heo
Waltzes,Mazurka Clandestina,Salsa,Salsa Sequence,https://www.youtube.com/watch?v=PVO24I08uiQ
Waltzes,Mazurka Clandestina,Turns,Spot Turn,https://www.youtube.com/watch?v=G_Auj5IfWSI
Waltzes,Mazurka Clandestina,Dips,Cross-Step Dip,https://www.youtube.com/watch?v=zKl-vq8UZ78
Waltzes,Mazurka Clandestina,Dips,Intensifying Rocking Corte Dip,https://www.youtube.com/watch?v=6-tryw0INoI
Waltzes,Mazurka Clandestina,Dips,Grapevine Dip with Tango Close,https://www.youtube.com/watch?v=hWY-NWONS8s
Waltzes,Five-Step Waltz,Basics,Waltz,https://www.youtube.com/watch?v=C7uXkpMYNHk
Waltzes,Five-Step Waltz,Basics,Reverse Waltz,https://www.youtube.com/watch?v=8QUb4nBUgIw
Waltzes,Five-Step Waltz,Basics,Waltz and Step Hop,https://www.youtube.com/watch?v=4hJJnjbYaVU
Waltzes,Five-Step Waltz,Basics,Leap Waltz and Step Hop,https://www.youtube.com/watch?v=U1jfgWEO120
Waltzes,Five-Step Waltz,Basics,Waltz and Pivot,https://www.youtube.com/watch?v=1_FZpiR3ehM
Waltzes,Five-Step Waltz,Basics,Waltz and Two Pivots,https://www.youtube.com/watch?v=YPVom_RQdNQ
Waltzes,Five-Step Waltz,Hesitating Variations,Varsovienne,https://www.youtube.com/watch?v=4SLQnBUgFYY
Waltzes,Five-Step Waltz,Hesitating Variations,Rocking Waltz,https://www.youtube.com/watch?v=RID5gQXbehE
Waltzes,Five-Step Waltz,Leaping Variations,Redowa,https://www.youtube.com/watch?v=iTJmeSxzJU4
Waltzes,Five-Step Waltz,Leaping Variations,Viennese Step,https://www.youtube.com/watch?v=MTfMqXePcgU
Waltzes,Five-Step Waltz,Leaping Variations,Air Redowa,https://www.youtube.com/watch?v=BNjinWlS1lE
Waltzes,Five-Step Waltz,Leaping Variations,Reverse Air Redowa,https://www.youtube.com/watch?v=IneyzfI2QWM
Waltzes,Five-Step Waltz,Mazurka Variations,Polka Mazurka,https://www.youtube.com/watch?v=woVSBD1bcms
Waltzes,Five-Step Waltz,Mazurka Variations,Pas Glissé,https://www.youtube.com/watch?v=T-fycraLh2w
Waltzes,Five-Step Waltz,Mazurka Variations,La Gitana (La Carlowitzka),https://www.youtube.com/watch?v=K6q6TMsbpbA
Waltzes,Five-Step Waltz,Galop and Polka,Five-Slide Galop,https://www.youtube.com/watch?v=J9sWem3C0uE
Waltzes,Five-Step Waltz,Galop and Polka,Three-Slide Galop and Polka,https://www.youtube.com/watch?v=BJfs35yjrdU
Waltzes,Five-Step Waltz,Galop and Polka,Polka-Pivot-Polka,https://www.youtube.com/watch?v=K5LBESgHf34
Waltzes,Five-Step Waltz,Heel Clicks,Hungroise,https://www.youtube.com/watch?v=K5LBESgHf34
Waltzes,Five-Step Waltz,Newport & Waltz Galop,Newport and Waltz Galop,https://www.youtube.com/watch?v=6jntG2a7FoQ
Waltzes,Latin Waltz,Basics,Basic,https://www.youtube.com/watch?v=khod6SpDp98
Waltzes,Swing Waltz,Basics,Basics,https://www.youtube.com/watch?v=FbLMsSuUctw
Latin Dances,Salsa & Cha Cha,Basics,S,https://www.youtube.com/watch?v=oz96GcLCAs8
Latin Dances,Salsa & Cha Cha,Basics,C,https://www.youtube.com/watch?v=0g6tllf7YGM
Latin Dances,Salsa & Cha Cha,Break Steps,S,https://www.youtube.com/watch?v=2796Y79MSo4
Latin Dances,Salsa & Cha Cha,Break Steps,C,https://www.youtube.com/watch?v=NXFJQCwyKBk
Latin Dances,Salsa & Cha Cha,Break Steps,C,https://www.youtube.com/watch?v=qKLTCOKWpOA
Latin Dances,Salsa & Cha Cha,Break Steps,C,https://www.youtube.com/watch?v=qLg4M46NlCU
Latin Dances,Salsa & Cha Cha,Break Steps,C,https://www.youtube.com/watch?v=2C6nCXzBLEA
Latin Dances,Salsa & Cha Cha,Break Steps,S,https://www.youtube.com/watch?v=MetJK7beeBY
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=rQDJl9ZlcwQ
Latin Dances,Salsa & Cha Cha,Spot Turns,C,https://www.youtube.com/watch?v=UGJZmk8uAq0
Latin Dances,Salsa & Cha Cha,Spot Turns,C,https://www.youtube.com/watch?v=qtgDXQVTiSI
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=_4M_ftGJBaQ
Latin Dances,Salsa & Cha Cha,Spot Turns,C,https://www.youtube.com/watch?v=K5Vw_bNAXqc
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=Y5az7Q8TtT8
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=-vUSxvUI-FU
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=hKbFzo9D75s
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=NOr9Yatlx5A
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=wdEC-Cjp0xU
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=VneNyd9Mmhw
Latin Dances,Salsa & Cha Cha,Spot Turns,S,https://www.youtube.com/watch?v=7uao70wkAYE
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=WOCDyNzcKp0
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,C,https://www.youtube.com/watch?v=qQZQExNc78Q
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=3ZDF1hSXyrw
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,C,https://www.youtube.com/watch?v=BEznDwWLRHo
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=GnUzLLkGaLE
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=4feWK-zvq7s
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=NDDjJjTXjLM
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=22YjTORvWtQ
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=yXyqGk45Msw
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=8x0mdNzKBkw
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=wUvttnSZbCk
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,C,https://www.youtube.com/watch?v=4myq-vr1iGo
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=xX_Fi_vWP0g
Latin Dances,Salsa & Cha Cha,Turns Down the Tracks,S,https://www.youtube.com/watch?v=UcG-MYeQO14
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=1HgVXEJC2Ps
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,C,https://www.youtube.com/watch?v=9PKPjWaEO7E
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=bDKevdkVF8s
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=NhvRy1vjEqU
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=chWQxt0JXA0
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,C,https://www.youtube.com/watch?v=Bhh3Su0Fx4c
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=ISHWD8zHJBE
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,C,https://www.youtube.com/watch?v=BFVHJO1rTRQ
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=MoIGK_Iyx6M
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=bXJRzzVHtiE
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=GOq_-GK1yEk
Latin Dances,Salsa & Cha Cha,Cross-Body Leads,S,https://www.youtube.com/watch?v=mQde7kVJX0Y
Latin Dances,Salsa & Cha Cha,Lead's Arch Turn,S,https://www.youtube.com/watch?v=jqYDqTzqo6Y
Latin Dances,Salsa & Cha Cha,Lead's Arch Turn,S,https://www.youtube.com/watch?v=CdFjMsO-W1Y
Latin Dances,Salsa & Cha Cha,Lead's Arch Turn,S,https://www.youtube.com/watch?v=rrHo-Qt98Ls
Latin Dances,Salsa & Cha Cha,Two-Handed Figures,S,https://www.youtube.com/watch?v=IGP0lQNr608
Latin Dances,Salsa & Cha Cha,Two-Handed Figures,S,https://www.youtube.com/watch?v=2pHsqrjilxs
Latin Dances,Salsa & Cha Cha,Two-Handed Figures,S,https://www.youtube.com/watch?v=3G4d8kyiFdw
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=SXzHy88mCFQ
